Date;Produit;Region;Valeur
23/02/2022;CHOUX POMMES;Casablanca-Settat;3
23/02/2022;ORGE LOCALE;Casablanca-Settat;4.5
23/02/2022;COURGETTES;Casablanca-Settat;9
23/02/2022;CITRONS;Casablanca-Settat;3.8
23/02/2022;POIRES;Casablanca-Settat;14
23/02/2022;CONSERVE DE SARDINE;Casablanca-Settat;6
23/02/2022;BLE TENDRE;Casablanca-Settat;4.5
23/02/2022;CAROTTES;Casablanca-Settat;6
23/02/2022;CONSERVE DE SARDINE;Casablanca-Settat;5
23/02/2022;BANANES IMPORTES;Casablanca-Settat;17
23/02/2022;KAKI;Casablanca-Settat;25
23/02/2022;DATTES NATIONALES;Casablanca-Settat;40
23/02/2022;AILS;Casablanca-Settat;40
23/02/2022;MENTHE;Casablanca-Settat;1.5
23/02/2022;ORANGES;Casablanca-Settat;7
23/02/2022;CONCOMBRES;Casablanca-Settat;4.5
23/02/2022;PETITS POIS VERTS;Casablanca-Settat;16
23/02/2022;PERSIL;Casablanca-Settat;1
23/02/2022;BANANES LOCALES;Casablanca-Settat;15
23/02/2022;POIVRONS VERTS;Casablanca-Settat;6
23/02/2022;FEVES SECHES;Casablanca-Settat;7.5
23/02/2022;NAVETS;Casablanca-Settat;3.5
23/02/2022;COINGS;Casablanca-Settat;6
23/02/2022;PATES ALIMENTAIRES;Casablanca-Settat;13
23/02/2022;BLE DUR;Casablanca-Settat;6.5
23/02/2022;POIS CHICHE;Casablanca-Settat;18
23/02/2022;FEVEROLES;Casablanca-Settat;7
23/02/2022;MAùS LOCALE;Casablanca-Settat;6
23/02/2022;HARICOT SECS;Casablanca-Settat;17
23/02/2022;OIGNONS SECS;Casablanca-Settat;5
23/02/2022;TOMATES;Casablanca-Settat;7
23/02/2022;THE VERT;Casablanca-Settat;23
23/02/2022;PAPAYA;Casablanca-Settat;9
23/02/2022;FRAISES;Casablanca-Settat;25
23/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;6
23/02/2022;LENTILLES;Casablanca-Settat;18
23/02/2022;MANGUES;Casablanca-Settat;25
23/02/2022;CLEMENTINES;Casablanca-Settat;5
23/02/2022;KIWI;Casablanca-Settat;30
23/02/2022;AVOCATS;Casablanca-Settat;20
23/02/2022;AUBERGINES;Casablanca-Settat;7
23/02/2022;MAùS IMPORTê;Casablanca-Settat;4
23/02/2022;CONSERVE DE THON;Casablanca-Settat;8.5
23/02/2022;CONSERVE DE THON;Casablanca-Settat;10.5
23/02/2022;FEVES VERTES;Casablanca-Settat;16
23/02/2022;OIGNONS FRAIS;Casablanca-Settat;7
23/02/2022;ARTICHAUTS;Casablanca-Settat;6
23/02/2022;COSCOUSS;Casablanca-Settat;14
23/02/2022;POMMES IMPORTES;Casablanca-Settat;20
23/02/2022;ORGE IMPORTEE;Casablanca-Settat;4
23/02/2022;HARICOTS VERTS;Casablanca-Settat;25
23/02/2022;POMMES LOCALES;Casablanca-Settat;13
23/02/2022;PETITS POIS SECS;Casablanca-Settat;10
22/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.7
22/02/2022;BLE DUR;Casablanca-Settat;5
22/02/2022;CONCOMBRES;Casablanca-Settat;5
22/02/2022;NAVETS;Casablanca-Settat;4
22/02/2022;PETITS POIS VERTS;Casablanca-Settat;11
22/02/2022;BANANES IMPORTES;Casablanca-Settat;19
22/02/2022;HARICOTS VERTS;Casablanca-Settat;17
22/02/2022;FRAISES;Casablanca-Settat;17.5
22/02/2022;ORANGES;Casablanca-Settat;3.3
22/02/2022;PAPAYA;Casablanca-Settat;8
22/02/2022;CAROTTES;Casablanca-Settat;3.3
22/02/2022;MAùS LOCALE;Casablanca-Settat;4.5
22/02/2022;AUBERGINES;Casablanca-Settat;5
22/02/2022;KAKI;Casablanca-Settat;25
22/02/2022;BANANES LOCALES;Casablanca-Settat;7.25
22/02/2022;AVOCATS;Casablanca-Settat;13
22/02/2022;MANGUES;Casablanca-Settat;25
22/02/2022;CLEMENTINES;Casablanca-Settat;3.75
22/02/2022;CHOUX FLEURS;Casablanca-Settat;3.66
22/02/2022;BLE TENDRE;Casablanca-Settat;4
22/02/2022;CITRONS;Casablanca-Settat;3.5
22/02/2022;OIGNONS SECS;Casablanca-Settat;4.3
22/02/2022;TOMATES;Casablanca-Settat;5.5
22/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
22/02/2022;COURGETTES;Casablanca-Settat;4
22/02/2022;POMMES IMPORTES;Casablanca-Settat;21
22/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
22/02/2022;POMMES LOCALES;Casablanca-Settat;9
22/02/2022;ORGE LOCALE;Casablanca-Settat;4.5
22/02/2022;KIWI;Casablanca-Settat;26
22/02/2022;PIMENTS;Casablanca-Settat;15
22/02/2022;COINGS;Casablanca-Settat;5.5
22/02/2022;OIGNONS FRAIS;Casablanca-Settat;2.3
22/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.6
22/02/2022;MAùS IMPORTê;Casablanca-Settat;4
22/02/2022;POIVRONS VERTS;Casablanca-Settat;5.5
22/02/2022;ARTICHAUTS;Casablanca-Settat;6
22/02/2022;CHOUX POMMES;Casablanca-Settat;3.5
22/02/2022;FEVES SECHES;Casablanca-Settat;8
22/02/2022;FEVES VERTES;Casablanca-Settat;3.5
21/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
21/02/2022;CHOUX POMMES;Casablanca-Settat;3
21/02/2022;AUBERGINES;Casablanca-Settat;4.5
21/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
21/02/2022;CITRONS;Casablanca-Settat;3
21/02/2022;ORANGES;Casablanca-Settat;2.8
21/02/2022;COINGS;Casablanca-Settat;5.5
21/02/2022;FEVES SECHES;Casablanca-Settat;7
21/02/2022;FEVEROLES;Casablanca-Settat;8
21/02/2022;HARICOT SECS;Casablanca-Settat;16
21/02/2022;AVOCATS;Casablanca-Settat;12
21/02/2022;POMMES IMPORTES;Casablanca-Settat;20
21/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
21/02/2022;BLE TENDRE;Casablanca-Settat;4
21/02/2022;PIMENTS;Casablanca-Settat;15
21/02/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
21/02/2022;FRAISES;Casablanca-Settat;15
21/02/2022;MANGUES;Casablanca-Settat;26
21/02/2022;OIGNONS SECS;Casablanca-Settat;4
21/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
21/02/2022;MAùS IMPORTê;Casablanca-Settat;4.5
21/02/2022;MAùS LOCALE;Casablanca-Settat;4
21/02/2022;ORGE IMPORTEE;Casablanca-Settat;4
21/02/2022;NAVETS;Casablanca-Settat;3.8
21/02/2022;ORGE LOCALE;Casablanca-Settat;4.5
21/02/2022;PETITS POIS VERTS;Casablanca-Settat;12
21/02/2022;PAPAYA;Casablanca-Settat;9.5
21/02/2022;COURGETTES;Casablanca-Settat;3.5
21/02/2022;CHOUX FLEURS;Casablanca-Settat;3.33
21/02/2022;KAKI;Casablanca-Settat;25
21/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.6
21/02/2022;PETITS POIS SECS;Casablanca-Settat;12
21/02/2022;POIS CHICHE;Casablanca-Settat;20
21/02/2022;BANANES IMPORTES;Casablanca-Settat;20
21/02/2022;CONCOMBRES;Casablanca-Settat;5.5
21/02/2022;POIVRONS VERTS;Casablanca-Settat;6
21/02/2022;CAROTTES;Casablanca-Settat;3
21/02/2022;BLE DUR;Casablanca-Settat;6
21/02/2022;CLEMENTINES;Casablanca-Settat;3.5
21/02/2022;LENTILLES;Casablanca-Settat;16
21/02/2022;HARICOTS VERTS;Casablanca-Settat;15
21/02/2022;BANANES LOCALES;Casablanca-Settat;7.5
21/02/2022;KIWI;Casablanca-Settat;26
21/02/2022;FEVES VERTES;Casablanca-Settat;3
21/02/2022;TOMATES;Casablanca-Settat;5.66
21/02/2022;POMMES LOCALES;Casablanca-Settat;8
19/02/2022;KIWI;Casablanca-Settat;26
19/02/2022;BLE DUR;Casablanca-Settat;6
19/02/2022;OIGNONS SECS;Casablanca-Settat;4.5
19/02/2022;KAKI;Casablanca-Settat;25
19/02/2022;CAROTTES;Casablanca-Settat;3.3
19/02/2022;BLE TENDRE;Casablanca-Settat;4.4
19/02/2022;AUBERGINES;Casablanca-Settat;5
19/02/2022;CONCOMBRES;Casablanca-Settat;5.5
19/02/2022;TOMATES;Casablanca-Settat;5.33
19/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.8
19/02/2022;FEVES VERTES;Casablanca-Settat;3.5
19/02/2022;POMMES LOCALES;Casablanca-Settat;9
19/02/2022;BANANES LOCALES;Casablanca-Settat;7.5
19/02/2022;LENTILLES;Casablanca-Settat;13
19/02/2022;CLEMENTINES;Casablanca-Settat;3.75
19/02/2022;HARICOTS VERTS;Casablanca-Settat;17
19/02/2022;PAPAYA;Casablanca-Settat;9
19/02/2022;AVOCATS;Casablanca-Settat;12
19/02/2022;HARICOT SECS;Casablanca-Settat;15
19/02/2022;ARTICHAUTS;Casablanca-Settat;6
19/02/2022;CITRONS;Casablanca-Settat;3.5
19/02/2022;PIMENTS;Casablanca-Settat;15
19/02/2022;BANANES IMPORTES;Casablanca-Settat;20
19/02/2022;POIS CHICHE;Casablanca-Settat;15
19/02/2022;POIVRONS VERTS;Casablanca-Settat;6
19/02/2022;CHOUX FLEURS;Casablanca-Settat;3.66
19/02/2022;COURGETTES;Casablanca-Settat;3
19/02/2022;PETITS POIS SECS;Casablanca-Settat;13
19/02/2022;POMMES IMPORTES;Casablanca-Settat;21
19/02/2022;FEVEROLES;Casablanca-Settat;7
19/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.7
19/02/2022;MAùS LOCALE;Casablanca-Settat;6
19/02/2022;OIGNONS FRAIS;Casablanca-Settat;2.5
19/02/2022;CHOUX POMMES;Casablanca-Settat;3
19/02/2022;MAùS IMPORTê;Casablanca-Settat;4
19/02/2022;PETITS POIS VERTS;Casablanca-Settat;10
19/02/2022;ORGE LOCALE;Casablanca-Settat;4.5
19/02/2022;NAVETS;Casablanca-Settat;4
19/02/2022;ORANGES;Casablanca-Settat;3
19/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
19/02/2022;MANGUES;Casablanca-Settat;26
19/02/2022;FRAISES;Casablanca-Settat;17.5
19/02/2022;COINGS;Casablanca-Settat;6
19/02/2022;FEVES SECHES;Casablanca-Settat;10
17/02/2022;FEVES SECHES;Casablanca-Settat;12
17/02/2022;ORANGES;Casablanca-Settat;2.7
17/02/2022;NAVETS;Casablanca-Settat;4
17/02/2022;CAROTTES;Casablanca-Settat;3
17/02/2022;BLE DUR;Casablanca-Settat;4.5
17/02/2022;KAKI;Casablanca-Settat;25
17/02/2022;FEVEROLES;Casablanca-Settat;6.5
17/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
17/02/2022;KIWI;Casablanca-Settat;26
17/02/2022;OIGNONS SECS;Casablanca-Settat;3.5
17/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
17/02/2022;MAùS IMPORTê;Casablanca-Settat;3.6
17/02/2022;MAùS LOCALE;Casablanca-Settat;4.25
17/02/2022;MANGUES;Casablanca-Settat;28
17/02/2022;ORGE LOCALE;Casablanca-Settat;4
17/02/2022;BLE TENDRE;Casablanca-Settat;3.6
17/02/2022;PETITS POIS VERTS;Casablanca-Settat;11
17/02/2022;FRAISES;Casablanca-Settat;15
17/02/2022;BANANES IMPORTES;Casablanca-Settat;18
17/02/2022;POIS CHICHE;Casablanca-Settat;12
17/02/2022;POIVRONS VERTS;Casablanca-Settat;5.5
17/02/2022;CHOUX FLEURS;Casablanca-Settat;2.66
17/02/2022;COURGETTES;Casablanca-Settat;2.8
17/02/2022;PETITS POIS SECS;Casablanca-Settat;8
17/02/2022;CONCOMBRES;Casablanca-Settat;6
17/02/2022;AUBERGINES;Casablanca-Settat;4.5
17/02/2022;CHOUX POMMES;Casablanca-Settat;3.3
17/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
17/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.8
17/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
17/02/2022;CITRONS;Casablanca-Settat;3
17/02/2022;AVOCATS;Casablanca-Settat;13
17/02/2022;HARICOT SECS;Casablanca-Settat;15
17/02/2022;HARICOTS VERTS;Casablanca-Settat;15
17/02/2022;PAPAYA;Casablanca-Settat;8
17/02/2022;POMMES IMPORTES;Casablanca-Settat;20
17/02/2022;COINGS;Casablanca-Settat;6
17/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
17/02/2022;PIMENTS;Casablanca-Settat;12
17/02/2022;BANANES LOCALES;Casablanca-Settat;6.75
17/02/2022;POMMES LOCALES;Casablanca-Settat;8.5
17/02/2022;LENTILLES;Casablanca-Settat;11
17/02/2022;TOMATES;Casablanca-Settat;5.66
17/02/2022;FEVES VERTES;Casablanca-Settat;3
17/02/2022;CLEMENTINES;Casablanca-Settat;4
15/02/2022;HARICOTS VERTS;Casablanca-Settat;14
15/02/2022;FEVES VERTES;Casablanca-Settat;2.5
15/02/2022;BLE DUR;Casablanca-Settat;4.5
15/02/2022;CHOUX FLEURS;Casablanca-Settat;3
15/02/2022;POMMES LOCALES;Casablanca-Settat;9
15/02/2022;POIVRONS VERTS;Casablanca-Settat;6
15/02/2022;BANANES LOCALES;Casablanca-Settat;6.75
15/02/2022;AVOCATS;Casablanca-Settat;13.5
15/02/2022;COINGS;Casablanca-Settat;5
15/02/2022;PAPAYA;Casablanca-Settat;8
15/02/2022;CHOUX POMMES;Casablanca-Settat;3
15/02/2022;BANANES IMPORTES;Casablanca-Settat;16
15/02/2022;CONCOMBRES;Casablanca-Settat;6
15/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.1
15/02/2022;FRAISES;Casablanca-Settat;20
15/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.4
15/02/2022;OIGNONS SECS;Casablanca-Settat;4
15/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
15/02/2022;FEVES SECHES;Casablanca-Settat;8.5
15/02/2022;LENTILLES;Casablanca-Settat;12.5
15/02/2022;COURGETTES;Casablanca-Settat;3
15/02/2022;TOMATES;Casablanca-Settat;5.33
15/02/2022;MAùS IMPORTê;Casablanca-Settat;3.6
15/02/2022;BLE TENDRE;Casablanca-Settat;3.75
15/02/2022;KIWI;Casablanca-Settat;26
15/02/2022;MAùS LOCALE;Casablanca-Settat;4.25
15/02/2022;AUBERGINES;Casablanca-Settat;4.5
15/02/2022;PETITS POIS VERTS;Casablanca-Settat;11
15/02/2022;CITRONS;Casablanca-Settat;3.3
15/02/2022;MANGUES;Casablanca-Settat;25
15/02/2022;PIMENTS;Casablanca-Settat;13
15/02/2022;CAROTTES;Casablanca-Settat;2.8
15/02/2022;ORGE LOCALE;Casablanca-Settat;4.25
15/02/2022;PETITS POIS SECS;Casablanca-Settat;7.5
15/02/2022;NAVETS;Casablanca-Settat;3
15/02/2022;KAKI;Casablanca-Settat;25
15/02/2022;CLEMENTINES;Casablanca-Settat;3
15/02/2022;POIS CHICHE;Casablanca-Settat;13
15/02/2022;POMMES IMPORTES;Casablanca-Settat;20
15/02/2022;ORANGES;Casablanca-Settat;2.8
15/02/2022;OIGNONS FRAIS;Casablanca-Settat;2.4
15/02/2022;ARTICHAUTS;Casablanca-Settat;6
15/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.62
14/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
14/02/2022;POIVRONS VERTS;Casablanca-Settat;5
14/02/2022;FEVES VERTES;Casablanca-Settat;3
14/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
14/02/2022;ORANGES;Casablanca-Settat;3.3
14/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
14/02/2022;TOMATES;Casablanca-Settat;4.66
14/02/2022;MANGUES;Casablanca-Settat;23
14/02/2022;POMMES LOCALES;Casablanca-Settat;8.5
14/02/2022;CITRONS;Casablanca-Settat;3
14/02/2022;KIWI;Casablanca-Settat;26
14/02/2022;CONCOMBRES;Casablanca-Settat;5
14/02/2022;CHOUX POMMES;Casablanca-Settat;2.8
14/02/2022;CLEMENTINES;Casablanca-Settat;3.5
14/02/2022;BANANES IMPORTES;Casablanca-Settat;14.5
14/02/2022;BANANES LOCALES;Casablanca-Settat;6.5
14/02/2022;PAPAYA;Casablanca-Settat;7
14/02/2022;CHOUX FLEURS;Casablanca-Settat;3.33
14/02/2022;COINGS;Casablanca-Settat;5.5
14/02/2022;HARICOTS VERTS;Casablanca-Settat;15
14/02/2022;PETITS POIS VERTS;Casablanca-Settat;10
14/02/2022;NAVETS;Casablanca-Settat;2.5
14/02/2022;AVOCATS;Casablanca-Settat;13
14/02/2022;POMMES IMPORTES;Casablanca-Settat;22
14/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
14/02/2022;KAKI;Casablanca-Settat;24
14/02/2022;PIMENTS;Casablanca-Settat;12
14/02/2022;FRAISES;Casablanca-Settat;17.5
14/02/2022;OIGNONS SECS;Casablanca-Settat;3.8
14/02/2022;CAROTTES;Casablanca-Settat;2.5
14/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.2
14/02/2022;COURGETTES;Casablanca-Settat;3.3
14/02/2022;AUBERGINES;Casablanca-Settat;5
12/02/2022;CITRONS;Casablanca-Settat;3
12/02/2022;FEVEROLES;Casablanca-Settat;6.5
12/02/2022;MAùS LOCALE;Casablanca-Settat;5
12/02/2022;PETITS POIS SECS;Casablanca-Settat;12
12/02/2022;PETITS POIS VERTS;Casablanca-Settat;10
12/02/2022;POMMES IMPORTES;Casablanca-Settat;22
12/02/2022;CLEMENTINES;Casablanca-Settat;4
12/02/2022;CAROTTES;Casablanca-Settat;3
12/02/2022;PIMENTS;Casablanca-Settat;12
12/02/2022;MANGUES;Casablanca-Settat;23
12/02/2022;ORGE LOCALE;Casablanca-Settat;4
12/02/2022;MAùS IMPORTê;Casablanca-Settat;4
12/02/2022;BLE DUR;Casablanca-Settat;5.7
12/02/2022;NAVETS;Casablanca-Settat;3
12/02/2022;OIGNONS FRAIS;Casablanca-Settat;2.3
12/02/2022;BLE TENDRE;Casablanca-Settat;4
12/02/2022;HARICOT SECS;Casablanca-Settat;15
12/02/2022;TOMATES;Casablanca-Settat;4.83
12/02/2022;FEVES SECHES;Casablanca-Settat;10
12/02/2022;COURGETTES;Casablanca-Settat;3
12/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
12/02/2022;POIVRONS VERTS;Casablanca-Settat;5.5
12/02/2022;CONCOMBRES;Casablanca-Settat;5.5
12/02/2022;FRAISES;Casablanca-Settat;20
12/02/2022;AUBERGINES;Casablanca-Settat;5.5
12/02/2022;BANANES IMPORTES;Casablanca-Settat;15
12/02/2022;ORANGES;Casablanca-Settat;3.2
12/02/2022;PAPAYA;Casablanca-Settat;8
12/02/2022;CHOUX POMMES;Casablanca-Settat;3.3
12/02/2022;OIGNONS SECS;Casablanca-Settat;3.5
12/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
12/02/2022;ARTICHAUTS;Casablanca-Settat;5.5
12/02/2022;AVOCATS;Casablanca-Settat;13
12/02/2022;BANANES LOCALES;Casablanca-Settat;6.25
12/02/2022;POMMES LOCALES;Casablanca-Settat;8
12/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.6
12/02/2022;CHOUX FLEURS;Casablanca-Settat;3.66
12/02/2022;POIS CHICHE;Casablanca-Settat;15
12/02/2022;HARICOTS VERTS;Casablanca-Settat;13
12/02/2022;KAKI;Casablanca-Settat;25
12/02/2022;FEVES VERTES;Casablanca-Settat;3.5
12/02/2022;KIWI;Casablanca-Settat;25
12/02/2022;COINGS;Casablanca-Settat;6
12/02/2022;LENTILLES;Casablanca-Settat;13
11/02/2022;ORGE IMPORTEE;Casablanca-Settat;3.3
11/02/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
10/02/2022;COINGS;Casablanca-Settat;5.5
10/02/2022;AVOCATS;Casablanca-Settat;13
10/02/2022;PIMENTS;Casablanca-Settat;12
10/02/2022;POMMES IMPORTES;Casablanca-Settat;22
10/02/2022;HARICOT SECS;Casablanca-Settat;16
10/02/2022;FRAISES;Casablanca-Settat;22.5
10/02/2022;FEVES VERTES;Casablanca-Settat;3.8
10/02/2022;POIVRONS VERTS;Casablanca-Settat;4.5
10/02/2022;POMMES LOCALES;Casablanca-Settat;9
10/02/2022;CLEMENTINES;Casablanca-Settat;3.5
10/02/2022;FEVEROLES;Casablanca-Settat;6.5
10/02/2022;PETITS POIS SECS;Casablanca-Settat;12
10/02/2022;FEVES SECHES;Casablanca-Settat;10
10/02/2022;NAVETS;Casablanca-Settat;3.5
10/02/2022;COURGETTES;Casablanca-Settat;3
10/02/2022;PAPAYA;Casablanca-Settat;8.5
10/02/2022;HARICOTS VERTS;Casablanca-Settat;14
10/02/2022;LENTILLES;Casablanca-Settat;13
10/02/2022;TOMATES;Casablanca-Settat;3.33
10/02/2022;ORANGES;Casablanca-Settat;3.3
10/02/2022;CHOUX POMMES;Casablanca-Settat;3.8
10/02/2022;MAùS IMPORTê;Casablanca-Settat;4
10/02/2022;OIGNONS SECS;Casablanca-Settat;3.6
10/02/2022;MAùS LOCALE;Casablanca-Settat;5
10/02/2022;MANGUES;Casablanca-Settat;23
10/02/2022;ARTICHAUTS;Casablanca-Settat;5
10/02/2022;BANANES LOCALES;Casablanca-Settat;6.5
10/02/2022;CITRONS;Casablanca-Settat;3.3
10/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.62
10/02/2022;BLE DUR;Casablanca-Settat;5.5
10/02/2022;KAKI;Casablanca-Settat;23
10/02/2022;CAROTTES;Casablanca-Settat;2.5
10/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.7
10/02/2022;KIWI;Casablanca-Settat;26
10/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
10/02/2022;AUBERGINES;Casablanca-Settat;4
10/02/2022;CHOUX FLEURS;Casablanca-Settat;3.33
10/02/2022;BLE TENDRE;Casablanca-Settat;4
10/02/2022;CONCOMBRES;Casablanca-Settat;4.5
10/02/2022;BANANES IMPORTES;Casablanca-Settat;14.5
10/02/2022;POIS CHICHE;Casablanca-Settat;15
10/02/2022;ORGE LOCALE;Casablanca-Settat;4.2
10/02/2022;PETITS POIS VERTS;Casablanca-Settat;10
10/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
08/02/2022;KIWI;Casablanca-Settat;25
08/02/2022;HARICOTS VERTS;Casablanca-Settat;17
08/02/2022;COURGETTES;Casablanca-Settat;3
08/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.4
08/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.2
08/02/2022;AUBERGINES;Casablanca-Settat;4.5
08/02/2022;PIMENTS;Casablanca-Settat;10
08/02/2022;NAVETS;Casablanca-Settat;2.8
08/02/2022;CAROTTES;Casablanca-Settat;2
08/02/2022;FEVES SECHES;Casablanca-Settat;7.5
08/02/2022;ORGE LOCALE;Casablanca-Settat;3.5
08/02/2022;BANANES IMPORTES;Casablanca-Settat;15
08/02/2022;POIS CHICHE;Casablanca-Settat;12
08/02/2022;BLE DUR;Casablanca-Settat;4.25
08/02/2022;COINGS;Casablanca-Settat;6
08/02/2022;POMMES IMPORTES;Casablanca-Settat;22
08/02/2022;KAKI;Casablanca-Settat;23
08/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.86
08/02/2022;PETITS POIS VERTS;Casablanca-Settat;9.5
08/02/2022;CHOUX FLEURS;Casablanca-Settat;3.33
08/02/2022;PAPAYA;Casablanca-Settat;8
08/02/2022;BLE TENDRE;Casablanca-Settat;3.5
08/02/2022;AVOCATS;Casablanca-Settat;13
08/02/2022;ORGE IMPORTEE;Casablanca-Settat;2
08/02/2022;FEVES VERTES;Casablanca-Settat;3
08/02/2022;CITRONS;Casablanca-Settat;3.5
08/02/2022;ARTICHAUTS;Casablanca-Settat;5
08/02/2022;TOMATES;Casablanca-Settat;3.5
08/02/2022;ORANGES;Casablanca-Settat;3.2
08/02/2022;CHOUX POMMES;Casablanca-Settat;3
08/02/2022;FRAISES;Casablanca-Settat;22.5
08/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
08/02/2022;MANGUES;Casablanca-Settat;23
08/02/2022;POIVRONS VERTS;Casablanca-Settat;4.5
08/02/2022;CLEMENTINES;Casablanca-Settat;3
08/02/2022;PETITS POIS SECS;Casablanca-Settat;7.5
08/02/2022;BANANES LOCALES;Casablanca-Settat;6.5
08/02/2022;MAùS LOCALE;Casablanca-Settat;4
08/02/2022;CONCOMBRES;Casablanca-Settat;4.5
08/02/2022;LENTILLES;Casablanca-Settat;10
08/02/2022;OIGNONS SECS;Casablanca-Settat;3.5
08/02/2022;POMMES LOCALES;Casablanca-Settat;9
08/02/2022;MAùS IMPORTê;Casablanca-Settat;3.6
07/02/2022;FEVEROLES;Casablanca-Settat;6
07/02/2022;OIGNONS FRAIS;Casablanca-Settat;1.8
07/02/2022;NAVETS;Casablanca-Settat;3
07/02/2022;MANGUES;Casablanca-Settat;23
07/02/2022;PETITS POIS VERTS;Casablanca-Settat;9
07/02/2022;ORANGES;Casablanca-Settat;3.3
07/02/2022;FRAISES;Casablanca-Settat;20
07/02/2022;OIGNONS SECS;Casablanca-Settat;3.8
07/02/2022;COINGS;Casablanca-Settat;5
07/02/2022;KIWI;Casablanca-Settat;25
07/02/2022;KAKI;Casablanca-Settat;14
07/02/2022;CHOUX POMMES;Casablanca-Settat;2.8
07/02/2022;BANANES IMPORTES;Casablanca-Settat;14
07/02/2022;ARTICHAUTS;Casablanca-Settat;5
07/02/2022;CITRONS;Casablanca-Settat;3
07/02/2022;HARICOTS VERTS;Casablanca-Settat;14
07/02/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3
07/02/2022;AUBERGINES;Casablanca-Settat;4
07/02/2022;PAPAYA;Casablanca-Settat;7
07/02/2022;POIVRONS VERTS;Casablanca-Settat;4.8
07/02/2022;FEVES VERTES;Casablanca-Settat;2.5
07/02/2022;CLEMENTINES;Casablanca-Settat;3.8
07/02/2022;CONCOMBRES;Casablanca-Settat;5
07/02/2022;POMMES LOCALES;Casablanca-Settat;8
07/02/2022;BANANES LOCALES;Casablanca-Settat;6.25
07/02/2022;DATTES BOUFEGOUSS;Casablanca-Settat;80
07/02/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
07/02/2022;TOMATES;Casablanca-Settat;3
07/02/2022;AVOCATS;Casablanca-Settat;12
07/02/2022;POMMES IMPORTES;Casablanca-Settat;22
07/02/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
07/02/2022;PIMENTS;Casablanca-Settat;10
07/02/2022;CHOUX FLEURS;Casablanca-Settat;3.16
07/02/2022;CAROTTES;Casablanca-Settat;2.5
07/02/2022;HARICOT SECS;Casablanca-Settat;18
07/02/2022;COURGETTES;Casablanca-Settat;3.3
07/02/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.2
05/02/2022;FEVES VERTES;Casablanca-Settat;3
05/02/2022;BANANES LOCALES;Casablanca-Settat;6.5
05/02/2022;ORANGES;Casablanca-Settat;3.5
05/02/2022;CAROTTES;Casablanca-Settat;2.8
05/02/2022;FEVEROLES;Casablanca-Settat;6.5
05/02/2022;CLEMENTINES;Casablanca-Settat;4
05/02/2022;NAVETS;Casablanca-Settat;3.5
05/02/2022;PETITS POIS SECS;Casablanca-Settat;13
05/02/2022;FRAISES;Casablanca-Settat;20
05/02/2022;OIGNONS FRAIS;Casablanca-Settat;2
