Date;Produit;Region;Valeur
19/01/2022;OIGNONS SECS;Casablanca-Settat;3.3
19/01/2022;CHOUX POMMES;Casablanca-Settat;3
19/01/2022;AUBERGINES;Casablanca-Settat;4
17/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
14/01/2022;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;8
14/01/2022;OLIVE TOUTES VENANT;Casablanca-Settat;8
14/01/2022;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;7.5
13/01/2022;ORGE LOCALE;Casablanca-Settat;3.5
13/01/2022;KIWI;Casablanca-Settat;27
13/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.2
13/01/2022;FEVEROLES;Casablanca-Settat;6
13/01/2022;BANANES IMPORTES;Casablanca-Settat;12
13/01/2022;GRENADES;Casablanca-Settat;4.2
13/01/2022;KAKI;Casablanca-Settat;18
13/01/2022;MELONS;Casablanca-Settat;19
13/01/2022;AVOCATS;Casablanca-Settat;12.5
13/01/2022;HARICOT SECS;Casablanca-Settat;17
13/01/2022;OIGNONS FRAIS;Casablanca-Settat;2.3
13/01/2022;CONCOMBRES;Casablanca-Settat;4.5
13/01/2022;NAVETS;Casablanca-Settat;5.5
13/01/2022;TOMATES;Casablanca-Settat;2.33
13/01/2022;FEVES SECHES;Casablanca-Settat;10
13/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
13/01/2022;ARTICHAUTS;Casablanca-Settat;5
13/01/2022;CHOUX FLEURS;Casablanca-Settat;3
13/01/2022;MANGUES;Casablanca-Settat;25
13/01/2022;CITRONS;Casablanca-Settat;3
13/01/2022;OIGNONS SECS;Casablanca-Settat;3.7
13/01/2022;PAPAYA;Casablanca-Settat;11
13/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
13/01/2022;BLE TENDRE;Casablanca-Settat;3.6
13/01/2022;PETITS POIS VERTS;Casablanca-Settat;8.5
13/01/2022;HARICOTS VERTS;Casablanca-Settat;10
13/01/2022;ORANGES;Casablanca-Settat;2.3
13/01/2022;COINGS;Casablanca-Settat;5.5
13/01/2022;PIMENTS;Casablanca-Settat;8.5
13/01/2022;AUBERGINES;Casablanca-Settat;3.5
13/01/2022;BLE DUR;Casablanca-Settat;5
13/01/2022;POMMES IMPORTES;Casablanca-Settat;21
13/01/2022;PETITS POIS SECS;Casablanca-Settat;12
13/01/2022;CLEMENTINES;Casablanca-Settat;3.8
13/01/2022;MAùS LOCALE;Casablanca-Settat;5
13/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
13/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
13/01/2022;POIS CHICHE;Casablanca-Settat;13
13/01/2022;CAROTTES;Casablanca-Settat;2.7
13/01/2022;LENTILLES;Casablanca-Settat;13
13/01/2022;COURGETTES;Casablanca-Settat;4.5
13/01/2022;POMMES LOCALES;Casablanca-Settat;9.5
13/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
13/01/2022;MAùS IMPORTê;Casablanca-Settat;4
13/01/2022;FRAISES;Casablanca-Settat;22.5
13/01/2022;FEVES VERTES;Casablanca-Settat;4.5
12/01/2022;AUBERGINES;Casablanca-Settat;5
12/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.4
12/01/2022;GRENADES;Casablanca-Settat;3.8
12/01/2022;POIVRONS VERTS;Casablanca-Settat;5
12/01/2022;PIMENTS;Casablanca-Settat;9
12/01/2022;CAROTTES;Casablanca-Settat;2.5
12/01/2022;BANANES IMPORTES;Casablanca-Settat;11.5
12/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
12/01/2022;FRAISES;Casablanca-Settat;25
12/01/2022;PETITS POIS VERTS;Casablanca-Settat;9
12/01/2022;CITRONS;Casablanca-Settat;3.5
12/01/2022;CLEMENTINES;Casablanca-Settat;4
12/01/2022;COINGS;Casablanca-Settat;5
12/01/2022;BANANES LOCALES;Casablanca-Settat;6.25
12/01/2022;KAKI;Casablanca-Settat;18
12/01/2022;PAPAYA;Casablanca-Settat;10
12/01/2022;CHOUX FLEURS;Casablanca-Settat;2.66
12/01/2022;BETTERAVES ROUGE;Casablanca-Settat;1.9
12/01/2022;KIWI;Casablanca-Settat;31
12/01/2022;ARTICHAUTS;Casablanca-Settat;5.5
12/01/2022;POMMES IMPORTES;Casablanca-Settat;22
12/01/2022;FEVES VERTES;Casablanca-Settat;4
12/01/2022;MELONS;Casablanca-Settat;18
12/01/2022;HARICOTS VERTS;Casablanca-Settat;11
12/01/2022;CONCOMBRES;Casablanca-Settat;4.8
12/01/2022;OIGNONS FRAIS;Casablanca-Settat;2.5
12/01/2022;NAVETS;Casablanca-Settat;5
12/01/2022;TOMATES;Casablanca-Settat;3.16
12/01/2022;AVOCATS;Casablanca-Settat;12
12/01/2022;MANGUES;Casablanca-Settat;25
12/01/2022;COURGETTES;Casablanca-Settat;4
12/01/2022;CHOUX POMMES;Casablanca-Settat;3
12/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
12/01/2022;POMMES LOCALES;Casablanca-Settat;10
12/01/2022;ORANGES;Casablanca-Settat;2.5
11/01/2022;MANGUES;Casablanca-Settat;24
11/01/2022;FRAISES;Casablanca-Settat;25
11/01/2022;BANANES IMPORTES;Casablanca-Settat;12
11/01/2022;PETITS POIS VERTS;Casablanca-Settat;7.5
11/01/2022;PAPAYA;Casablanca-Settat;10
11/01/2022;AVOCATS;Casablanca-Settat;13
11/01/2022;CAROTTES;Casablanca-Settat;2.8
11/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
11/01/2022;CHOUX POMMES;Casablanca-Settat;3.8
11/01/2022;ORANGES;Casablanca-Settat;2.7
11/01/2022;TOMATES;Casablanca-Settat;3
11/01/2022;OIGNONS FRAIS;Casablanca-Settat;2.2
11/01/2022;CHOUX FLEURS;Casablanca-Settat;2.33
11/01/2022;CITRONS;Casablanca-Settat;4.3
11/01/2022;FEVES VERTES;Casablanca-Settat;4.5
11/01/2022;POMMES IMPORTES;Casablanca-Settat;23
11/01/2022;MELONS;Casablanca-Settat;19
11/01/2022;KAKI;Casablanca-Settat;13
11/01/2022;COINGS;Casablanca-Settat;5
11/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
11/01/2022;AUBERGINES;Casablanca-Settat;5.5
11/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.6
11/01/2022;KIWI;Casablanca-Settat;27
11/01/2022;POMMES LOCALES;Casablanca-Settat;10.5
11/01/2022;COURGETTES;Casablanca-Settat;3.5
11/01/2022;CLEMENTINES;Casablanca-Settat;3.5
11/01/2022;PIMENTS;Casablanca-Settat;11
11/01/2022;GRENADES;Casablanca-Settat;4
11/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
11/01/2022;HARICOTS VERTS;Casablanca-Settat;10
11/01/2022;ARTICHAUTS;Casablanca-Settat;6
11/01/2022;OIGNONS SECS;Casablanca-Settat;3.7
11/01/2022;CONCOMBRES;Casablanca-Settat;5
11/01/2022;NAVETS;Casablanca-Settat;5.5
11/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
10/01/2022;MAùS LOCALE;Casablanca-Settat;3.5
10/01/2022;MAùS IMPORTê;Casablanca-Settat;3.75
10/01/2022;FEVES VERTES;Casablanca-Settat;4
10/01/2022;BLE DUR;Casablanca-Settat;5.5
10/01/2022;PETITS POIS SECS;Casablanca-Settat;13
10/01/2022;AUBERGINES;Casablanca-Settat;5
10/01/2022;PIMENTS;Casablanca-Settat;10
10/01/2022;BLE TENDRE;Casablanca-Settat;3.5
10/01/2022;PETITS POIS VERTS;Casablanca-Settat;7
10/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.4
10/01/2022;HARICOTS VERTS;Casablanca-Settat;9
10/01/2022;BETTERAVES ROUGE;Casablanca-Settat;1.9
10/01/2022;CAROTTES;Casablanca-Settat;2.5
10/01/2022;FEVEROLES;Casablanca-Settat;5.5
10/01/2022;OLIVE TOUTES VENANT;Casablanca-Settat;8
10/01/2022;ARTICHAUTS;Casablanca-Settat;5.75
10/01/2022;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
10/01/2022;CHOUX FLEURS;Casablanca-Settat;2.66
10/01/2022;TOMATES;Casablanca-Settat;2.83
10/01/2022;HARICOT SECS;Casablanca-Settat;18
10/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
10/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
10/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
10/01/2022;CONCOMBRES;Casablanca-Settat;4.5
10/01/2022;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
10/01/2022;COURGETTES;Casablanca-Settat;4
10/01/2022;NAVETS;Casablanca-Settat;5
10/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
10/01/2022;ORGE LOCALE;Casablanca-Settat;3.3
10/01/2022;FEVES SECHES;Casablanca-Settat;7
10/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.7
10/01/2022;LENTILLES;Casablanca-Settat;16
10/01/2022;POIVRONS VERTS;Casablanca-Settat;5
10/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.3
10/01/2022;POIS CHICHE;Casablanca-Settat;14
08/01/2022;FEVES SECHES;Casablanca-Settat;10
08/01/2022;HARICOT SECS;Casablanca-Settat;17
08/01/2022;ORGE LOCALE;Casablanca-Settat;3.3
08/01/2022;MAùS LOCALE;Casablanca-Settat;5
08/01/2022;LENTILLES;Casablanca-Settat;12
08/01/2022;POIS CHICHE;Casablanca-Settat;13
08/01/2022;FEVEROLES;Casablanca-Settat;6.5
08/01/2022;BLE DUR;Casablanca-Settat;4.7
08/01/2022;BLE TENDRE;Casablanca-Settat;3.5
08/01/2022;PETITS POIS SECS;Casablanca-Settat;12
08/01/2022;MAùS IMPORTê;Casablanca-Settat;4
07/01/2022;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
07/01/2022;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
07/01/2022;OLIVE TOUTES VENANT;Casablanca-Settat;8
07/01/2022;MAùS IMPORTê;Casablanca-Settat;3.5
07/01/2022;HARICOT SECS;Casablanca-Settat;16
07/01/2022;BLE TENDRE;Casablanca-Settat;3.5
07/01/2022;MAùS LOCALE;Casablanca-Settat;3.5
07/01/2022;LENTILLES;Casablanca-Settat;15
07/01/2022;FEVEROLES;Casablanca-Settat;6
07/01/2022;ORGE IMPORTEE;Casablanca-Settat;3.2
07/01/2022;DATTES BOUFEGOUSS;Casablanca-Settat;65
07/01/2022;ORGE LOCALE;Casablanca-Settat;3
07/01/2022;DATTES BOUSTHAMI;Casablanca-Settat;30
07/01/2022;FEVES SECHES;Casablanca-Settat;5.5
07/01/2022;POIS CHICHE;Casablanca-Settat;13
07/01/2022;BLE DUR;Casablanca-Settat;4.5
06/01/2022;ORGE LOCALE;Casablanca-Settat;3.25
06/01/2022;NAVETS;Casablanca-Settat;6
06/01/2022;GRENADES;Casablanca-Settat;3.7
06/01/2022;POMMES LOCALES;Casablanca-Settat;10.5
06/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
06/01/2022;CONCOMBRES;Casablanca-Settat;3.5
06/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
06/01/2022;BLE DUR;Casablanca-Settat;4
06/01/2022;ORGE IMPORTEE;Casablanca-Settat;2
06/01/2022;MAùS LOCALE;Casablanca-Settat;4
06/01/2022;FRAISES;Casablanca-Settat;25
06/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
06/01/2022;LENTILLES;Casablanca-Settat;9
06/01/2022;FEVEROLES;Casablanca-Settat;6
06/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
06/01/2022;CAROTTES;Casablanca-Settat;2.3
06/01/2022;MANGUES;Casablanca-Settat;25
06/01/2022;COURGETTES;Casablanca-Settat;3.8
06/01/2022;PETITS POIS VERTS;Casablanca-Settat;7
06/01/2022;FEVES VERTES;Casablanca-Settat;4.5
06/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.7
06/01/2022;TOMATES;Casablanca-Settat;2.5
06/01/2022;MELONS;Casablanca-Settat;20
06/01/2022;BANANES IMPORTES;Casablanca-Settat;12
06/01/2022;AVOCATS;Casablanca-Settat;13
06/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
06/01/2022;RAISINS DE TABLE BLANCS;Casablanca-Settat;11.5
06/01/2022;ORANGES;Casablanca-Settat;2.7
06/01/2022;POMMES IMPORTES;Casablanca-Settat;22
06/01/2022;KIWI;Casablanca-Settat;27
06/01/2022;MAùS IMPORTê;Casablanca-Settat;3.25
06/01/2022;FEVES SECHES;Casablanca-Settat;8
06/01/2022;POIS CHICHE;Casablanca-Settat;11
06/01/2022;PAPAYA;Casablanca-Settat;8.5
06/01/2022;CHOUX FLEURS;Casablanca-Settat;1.66
06/01/2022;PIMENTS;Casablanca-Settat;10
06/01/2022;POIVRONS VERTS;Casablanca-Settat;4.5
06/01/2022;KAKI;Casablanca-Settat;12
06/01/2022;HARICOT SECS;Casablanca-Settat;17
06/01/2022;BLE TENDRE;Casablanca-Settat;3
06/01/2022;HARICOTS VERTS;Casablanca-Settat;11
06/01/2022;AUBERGINES;Casablanca-Settat;3.8
06/01/2022;COINGS;Casablanca-Settat;5.5
06/01/2022;CLEMENTINES;Casablanca-Settat;3.8
06/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
06/01/2022;ARTICHAUTS;Casablanca-Settat;4.5
06/01/2022;PETITS POIS SECS;Casablanca-Settat;8
06/01/2022;CITRONS;Casablanca-Settat;4.5
05/01/2022;KAKI;Casablanca-Settat;13
05/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
05/01/2022;CHOUX POMMES;Casablanca-Settat;3
05/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
05/01/2022;BANANES LOCALES;Casablanca-Settat;6.25
05/01/2022;CHOUX FLEURS;Casablanca-Settat;2.33
05/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.2
05/01/2022;BANANES IMPORTES;Casablanca-Settat;11.5
05/01/2022;AVOCATS;Casablanca-Settat;12
05/01/2022;KIWI;Casablanca-Settat;27
05/01/2022;GRENADES;Casablanca-Settat;3.5
05/01/2022;PAPAYA;Casablanca-Settat;8
05/01/2022;TOMATES;Casablanca-Settat;2.66
05/01/2022;CONCOMBRES;Casablanca-Settat;3.8
05/01/2022;ORANGES;Casablanca-Settat;2.5
05/01/2022;HARICOTS VERTS;Casablanca-Settat;8
05/01/2022;PIMENTS;Casablanca-Settat;9
05/01/2022;AUBERGINES;Casablanca-Settat;4
05/01/2022;COINGS;Casablanca-Settat;5
05/01/2022;FEVES VERTES;Casablanca-Settat;5
05/01/2022;ARTICHAUTS;Casablanca-Settat;4
05/01/2022;CITRONS;Casablanca-Settat;4
05/01/2022;CLEMENTINES;Casablanca-Settat;4
05/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
05/01/2022;POMMES IMPORTES;Casablanca-Settat;23
05/01/2022;FRAISES;Casablanca-Settat;20
05/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
05/01/2022;PETITS POIS VERTS;Casablanca-Settat;7.5
05/01/2022;NAVETS;Casablanca-Settat;5
05/01/2022;RAISINS DE TABLE BLANCS;Casablanca-Settat;12
05/01/2022;MELONS;Casablanca-Settat;19
05/01/2022;COURGETTES;Casablanca-Settat;3.5
05/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.15
05/01/2022;POMMES LOCALES;Casablanca-Settat;10
05/01/2022;MANGUES;Casablanca-Settat;25
05/01/2022;CAROTTES;Casablanca-Settat;2.5
04/01/2022;POMMES IMPORTES;Casablanca-Settat;23
04/01/2022;OIGNONS FRAIS;Casablanca-Settat;2.3
04/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
04/01/2022;AVOCATS;Casablanca-Settat;12.5
04/01/2022;MANGUES;Casablanca-Settat;23
04/01/2022;BANANES IMPORTES;Casablanca-Settat;12
04/01/2022;TOMATES;Casablanca-Settat;3
04/01/2022;KIWI;Casablanca-Settat;26
04/01/2022;FEVES VERTES;Casablanca-Settat;5.5
04/01/2022;POMMES LOCALES;Casablanca-Settat;11
04/01/2022;NAVETS;Casablanca-Settat;4
04/01/2022;CONCOMBRES;Casablanca-Settat;3
04/01/2022;ORANGES;Casablanca-Settat;2.8
04/01/2022;COURGETTES;Casablanca-Settat;3.8
04/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
04/01/2022;RAISINS DE TABLE BLANCS;Casablanca-Settat;11.5
04/01/2022;MELONS;Casablanca-Settat;20
04/01/2022;HARICOTS VERTS;Casablanca-Settat;10
04/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.3
04/01/2022;PIMENTS;Casablanca-Settat;10
04/01/2022;CLEMENTINES;Casablanca-Settat;3.3
04/01/2022;GRENADES;Casablanca-Settat;3.8
04/01/2022;FRAISES;Casablanca-Settat;22.5
04/01/2022;PAPAYA;Casablanca-Settat;8
04/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
04/01/2022;CHOUX FLEURS;Casablanca-Settat;2.66
04/01/2022;COINGS;Casablanca-Settat;5.5
04/01/2022;AUBERGINES;Casablanca-Settat;4.5
04/01/2022;PETITS POIS VERTS;Casablanca-Settat;8.5
04/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
04/01/2022;ARTICHAUTS;Casablanca-Settat;5
04/01/2022;BANANES LOCALES;Casablanca-Settat;6.5
04/01/2022;POIVRONS VERTS;Casablanca-Settat;5
04/01/2022;CITRONS;Casablanca-Settat;3.5
04/01/2022;CAROTTES;Casablanca-Settat;2.7
04/01/2022;KAKI;Casablanca-Settat;13
03/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.6
03/01/2022;AVOCATS;Casablanca-Settat;11.5
03/01/2022;CAROTTES;Casablanca-Settat;2.5
03/01/2022;FRAISES;Casablanca-Settat;20
03/01/2022;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
03/01/2022;MELONS;Casablanca-Settat;19
03/01/2022;PETITS POIS VERTS;Casablanca-Settat;8
03/01/2022;RAISINS DE TABLE BLANCS;Casablanca-Settat;11
03/01/2022;MANGUES;Casablanca-Settat;24
03/01/2022;COURGETTES;Casablanca-Settat;3.5
03/01/2022;CLEMENTINES;Casablanca-Settat;3
03/01/2022;POMMES IMPORTES;Casablanca-Settat;22
03/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.6
03/01/2022;CITRONS;Casablanca-Settat;3
03/01/2022;HARICOTS VERTS;Casablanca-Settat;11
03/01/2022;ARTICHAUTS;Casablanca-Settat;5
03/01/2022;POIVRONS VERTS;Casablanca-Settat;5.5
03/01/2022;FEVES VERTES;Casablanca-Settat;5.5
03/01/2022;COINGS;Casablanca-Settat;5
03/01/2022;NAVETS;Casablanca-Settat;4.5
03/01/2022;POMMES LOCALES;Casablanca-Settat;9.5
03/01/2022;PIMENTS;Casablanca-Settat;9
03/01/2022;AUBERGINES;Casablanca-Settat;4
03/01/2022;ORANGES;Casablanca-Settat;2.5
03/01/2022;OIGNONS FRAIS;Casablanca-Settat;2
03/01/2022;KAKI;Casablanca-Settat;12.5
03/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.7
03/01/2022;BANANES IMPORTES;Casablanca-Settat;12
03/01/2022;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
03/01/2022;TOMATES;Casablanca-Settat;3.33
03/01/2022;PAPAYA;Casablanca-Settat;9
03/01/2022;KIWI;Casablanca-Settat;26
03/01/2022;OLIVE TOUTES VENANT;Casablanca-Settat;8
03/01/2022;CHOUX FLEURS;Casablanca-Settat;2.33
03/01/2022;OIGNONS SECS;Casablanca-Settat;3.6
03/01/2022;CONCOMBRES;Casablanca-Settat;3.5
03/01/2022;CHOUX POMMES;Casablanca-Settat;3
03/01/2022;BANANES LOCALES;Casablanca-Settat;6.25
03/01/2022;GRENADES;Casablanca-Settat;3.3
01/01/2022;CHOUX FLEURS;Casablanca-Settat;1.83
01/01/2022;HARICOTS VERTS;Casablanca-Settat;10
01/01/2022;POIS CHICHE;Casablanca-Settat;13
01/01/2022;POIVRONS VERTS;Casablanca-Settat;5
01/01/2022;ORGE LOCALE;Casablanca-Settat;3.5
01/01/2022;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.8
01/01/2022;HARICOT SECS;Casablanca-Settat;17
01/01/2022;FEVEROLES;Casablanca-Settat;5.5
01/01/2022;OIGNONS FRAIS;Casablanca-Settat;2.5
01/01/2022;AUBERGINES;Casablanca-Settat;5
01/01/2022;PETITS POIS SECS;Casablanca-Settat;12
01/01/2022;FEVES VERTES;Casablanca-Settat;5
01/01/2022;MAùS IMPORTê;Casablanca-Settat;4
01/01/2022;NAVETS;Casablanca-Settat;4
01/01/2022;LENTILLES;Casablanca-Settat;12
01/01/2022;BLE TENDRE;Casablanca-Settat;3.5
01/01/2022;PIMENTS;Casablanca-Settat;10
01/01/2022;BETTERAVES ROUGE;Casablanca-Settat;2.38
01/01/2022;MAùS LOCALE;Casablanca-Settat;5
01/01/2022;OIGNONS SECS;Casablanca-Settat;3.5
01/01/2022;CONCOMBRES;Casablanca-Settat;2.8
01/01/2022;POMMES DE TERRE ROUGES;Casablanca-Settat;3.9
01/01/2022;FEVES SECHES;Casablanca-Settat;10
01/01/2022;CHOUX POMMES;Casablanca-Settat;3.5
01/01/2022;TOMATES;Casablanca-Settat;3.5
01/01/2022;BLE DUR;Casablanca-Settat;5
01/01/2022;COURGETTES;Casablanca-Settat;3.8
01/01/2022;ARTICHAUTS;Casablanca-Settat;6.5
01/01/2022;PETITS POIS VERTS;Casablanca-Settat;9
01/01/2022;CAROTTES;Casablanca-Settat;2.8
31/12/2021;MAùS IMPORTê;Casablanca-Settat;3.75
31/12/2021;BLE DUR;Casablanca-Settat;5.5
31/12/2021;FEVES SECHES;Casablanca-Settat;6.5
31/12/2021;HARICOT SECS;Casablanca-Settat;16
31/12/2021;POIS CHICHE;Casablanca-Settat;4
31/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;30
31/12/2021;BLE TENDRE;Casablanca-Settat;3.5
31/12/2021;THE VERT SULTAN;Casablanca-Settat;54
31/12/2021;DATTES BOUFEGOUSS;Casablanca-Settat;55
31/12/2021;ORGE LOCALE;Casablanca-Settat;3.3
31/12/2021;LENTILLES;Casablanca-Settat;15
31/12/2021;THE VERT;Casablanca-Settat;28
31/12/2021;FEVEROLES;Casablanca-Settat;5.5
31/12/2021;ORGE IMPORTEE;Casablanca-Settat;3.7
31/12/2021;PETITS POIS SECS;Casablanca-Settat;14
31/12/2021;PATES ALIMENTAIRES;Casablanca-Settat;13
31/12/2021;MAùS LOCALE;Casablanca-Settat;3.5
30/12/2021;BLE DUR;Casablanca-Settat;5
30/12/2021;CAROTTES;Casablanca-Settat;3
30/12/2021;LENTILLES;Casablanca-Settat;12
30/12/2021;POMMES IMPORTES;Casablanca-Settat;23
30/12/2021;ARTICHAUTS;Casablanca-Settat;6.5
30/12/2021;CHOUX POMMES;Casablanca-Settat;3.8
30/12/2021;FEVEROLES;Casablanca-Settat;5.5
30/12/2021;AUBERGINES;Casablanca-Settat;4.8
30/12/2021;PAPAYA;Casablanca-Settat;10
30/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
30/12/2021;MAùS LOCALE;Casablanca-Settat;5
30/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.6
30/12/2021;FEVES SECHES;Casablanca-Settat;10
30/12/2021;CHOUX FLEURS;Casablanca-Settat;2.66
30/12/2021;POMMES LOCALES;Casablanca-Settat;11
30/12/2021;PETITS POIS SECS;Casablanca-Settat;12
30/12/2021;POIS CHICHE;Casablanca-Settat;13
30/12/2021;BLE TENDRE;Casablanca-Settat;3.5
30/12/2021;ORGE LOCALE;Casablanca-Settat;3.5
30/12/2021;HARICOTS VERTS;Casablanca-Settat;9
30/12/2021;FEVES VERTES;Casablanca-Settat;6
30/12/2021;COURGETTES;Casablanca-Settat;3.3
30/12/2021;MAùS IMPORTê;Casablanca-Settat;4
30/12/2021;CONCOMBRES;Casablanca-Settat;3
30/12/2021;HARICOT SECS;Casablanca-Settat;17
30/12/2021;AVOCATS;Casablanca-Settat;14
30/12/2021;KAKI;Casablanca-Settat;18
30/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
30/12/2021;COINGS;Casablanca-Settat;6
30/12/2021;BANANES IMPORTES;Casablanca-Settat;12
30/12/2021;TOMATES;Casablanca-Settat;3.83
30/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.8
30/12/2021;GRENADES;Casablanca-Settat;3.3
30/12/2021;CLEMENTINES;Casablanca-Settat;2.7
30/12/2021;MANGUES;Casablanca-Settat;25
30/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.8
30/12/2021;POIVRONS VERTS;Casablanca-Settat;5.5
30/12/2021;MELONS;Casablanca-Settat;17
30/12/2021;KIWI;Casablanca-Settat;26
30/12/2021;PIMENTS;Casablanca-Settat;9
30/12/2021;NAVETS;Casablanca-Settat;5
30/12/2021;OIGNONS SECS;Casablanca-Settat;3.7
30/12/2021;CITRONS;Casablanca-Settat;4
30/12/2021;FRAISES;Casablanca-Settat;25
30/12/2021;PETITS POIS VERTS;Casablanca-Settat;9.5
30/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;4
29/12/2021;ORGE IMPORTEE;Casablanca-Settat;3.6
28/12/2021;ORGE IMPORTEE;Casablanca-Settat;2
28/12/2021;CITRONS;Casablanca-Settat;4.5
28/12/2021;PIMENTS;Casablanca-Settat;6
28/12/2021;BLE TENDRE;Casablanca-Settat;3
28/12/2021;PAPAYA;Casablanca-Settat;9
28/12/2021;POIS CHICHE;Casablanca-Settat;13.5
28/12/2021;POMMES LOCALES;Casablanca-Settat;11
28/12/2021;CONCOMBRES;Casablanca-Settat;3.5
28/12/2021;OIGNONS SECS;Casablanca-Settat;3.3
28/12/2021;ARTICHAUTS;Casablanca-Settat;7
28/12/2021;MAùS IMPORTê;Casablanca-Settat;3.25
28/12/2021;CLEMENTINES;Casablanca-Settat;2.8
28/12/2021;ORGE LOCALE;Casablanca-Settat;3
28/12/2021;FEVES VERTES;Casablanca-Settat;5.5
28/12/2021;CHOUX POMMES;Casablanca-Settat;3.5
28/12/2021;KIWI;Casablanca-Settat;26
28/12/2021;POIVRONS VERTS;Casablanca-Settat;5.5
28/12/2021;NAVETS;Casablanca-Settat;5
28/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.7
28/12/2021;GRENADES;Casablanca-Settat;3.2
28/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.3
28/12/2021;CHOUX FLEURS;Casablanca-Settat;3.33
28/12/2021;BANANES IMPORTES;Casablanca-Settat;12
28/12/2021;CAROTTES;Casablanca-Settat;3.3
28/12/2021;MELONS;Casablanca-Settat;16.5
28/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.6
28/12/2021;POMMES IMPORTES;Casablanca-Settat;23
28/12/2021;LENTILLES;Casablanca-Settat;9
28/12/2021;BLE DUR;Casablanca-Settat;3.75
28/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
28/12/2021;KAKI;Casablanca-Settat;12
28/12/2021;PETITS POIS SECS;Casablanca-Settat;14
28/12/2021;MAùS LOCALE;Casablanca-Settat;4
28/12/2021;AUBERGINES;Casablanca-Settat;4.5
28/12/2021;COURGETTES;Casablanca-Settat;3.5
28/12/2021;AVOCATS;Casablanca-Settat;14
28/12/2021;TOMATES;Casablanca-Settat;4.33
